alternation	label	sentence	pred_label
dat	0.0	michael begrudged her privilege to Alice .	0
dat	1.0	michael begrudged Alice her privilege .	1
dat	0.0	nicole forgave her success to Alice .	0
dat	1.0	nicole forgave Alice her success .	0
dat	0.0	jason forgave her beauty to Alice .	0
dat	1.0	jason forgave Alice her beauty .	1
dat	0.0	jessica forgave her privilege to Alice .	0
dat	1.0	jessica forgave Alice her privilege .	0
dat	0.0	christopher charged a thousand dollars to rebecca .	1
dat	1.0	christopher charged rebecca a thousand dollars .	1
dat	0.0	michael charged a large sum to james .	0
dat	1.0	michael charged james a large sum .	1
dat	0.0	jason charged a week 's salary to james .	1
dat	1.0	jason charged james a week 's salary .	1
dat	0.0	elizabeth charged 20 pounds to john .	0
dat	1.0	elizabeth charged john 20 pounds .	1
dat	0.0	michael overcharged a thousand dollars to john .	0
dat	1.0	michael overcharged john a thousand dollars .	1
dat	0.0	michael overcharged a large sum to james .	0
dat	1.0	michael overcharged james a large sum .	1
dat	0.0	michael overcharged a week 's salary to susan .	1
dat	1.0	michael overcharged susan a week 's salary .	1
dat	0.0	christopher overcharged 20 pounds to james .	0
dat	1.0	christopher overcharged james 20 pounds .	1
dat	0.0	jason bet a thousand dollars to david .	1
dat	1.0	jason bet david a thousand dollars .	1
dat	0.0	jason bet a large sum to rebecca .	0
dat	1.0	jason bet rebecca a large sum .	0
dat	0.0	nicole bet a week 's salary to rebecca .	0
dat	1.0	nicole bet rebecca a week 's salary .	1
dat	0.0	nicole bet 20 pounds to john .	0
dat	1.0	nicole bet john 20 pounds .	0
dat	0.0	michael spared a thousand dollars to james .	0
dat	1.0	michael spared james a thousand dollars .	1
dat	0.0	elizabeth spared a large sum to kelly .	0
dat	1.0	elizabeth spared kelly a large sum .	0
dat	0.0	christopher spared a week 's salary to james .	0
dat	1.0	christopher spared james a week 's salary .	1
dat	0.0	elizabeth spared 20 pounds to james .	0
dat	1.0	elizabeth spared james 20 pounds .	0
dat	0.0	jessica fined a thousand dollars to kelly .	0
dat	1.0	jessica fined kelly a thousand dollars .	1
dat	0.0	jason fined a large sum to kelly .	0
dat	1.0	jason fined kelly a large sum .	1
dat	0.0	nicole fined a week 's salary to kelly .	1
dat	1.0	nicole fined kelly a week 's salary .	1
dat	0.0	jessica fined 20 pounds to rebecca .	0
dat	1.0	jessica fined rebecca 20 pounds .	1
dat	0.0	michael taxed a thousand dollars to james .	0
dat	1.0	michael taxed james a thousand dollars .	1
dat	0.0	jason taxed a large sum to james .	0
dat	1.0	jason taxed james a large sum .	1
dat	0.0	michael taxed a week 's salary to david .	1
dat	1.0	michael taxed david a week 's salary .	1
dat	0.0	elizabeth taxed 20 pounds to kelly .	0
dat	1.0	elizabeth taxed kelly 20 pounds .	1
