alternation	label	sentence	pred_label
dat	1.0	christopher restored the painting to its place .	1
dat	0.0	christopher restored its place the painting .	0
dat	1.0	jason restored the car to its place .	1
dat	0.0	jason restored its place the car .	0
dat	1.0	jason returned the painting to its place .	1
dat	0.0	jason returned its place the painting .	0
dat	1.0	nicole returned the car to its owner .	1
dat	0.0	nicole returned its owner the car .	0
dat	1.0	nicole announced the committee 's decision to the shareholders .	1
dat	0.0	nicole announced the shareholders the committee 's decision .	0
dat	1.0	michael announced the result to the shareholders .	1
dat	0.0	michael announced the shareholders the result .	0
dat	1.0	christopher declared the committee 's decision to the investors .	1
dat	0.0	christopher declared the investors the committee 's decision .	0
dat	1.0	christopher declared the result to the shareholders .	1
dat	0.0	christopher declared the shareholders the result .	0
dat	1.0	nicole revealed the committee 's decision to the investors .	1
dat	0.0	nicole revealed the investors the committee 's decision .	0
dat	1.0	jessica revealed the result to the shareholders .	1
dat	0.0	jessica revealed the shareholders the result .	0
dat	1.0	jason reported the committee 's decision to the investors .	1
dat	0.0	jason reported the investors the committee 's decision .	0
dat	1.0	christopher reported the result to the investors .	1
dat	0.0	christopher reported the investors the result .	0
dat	1.0	michael mentioned a solution to susan .	1
dat	0.0	michael mentioned susan a solution .	0
dat	1.0	michael mentioned an idea to david .	1
dat	0.0	michael mentioned david an idea .	0
dat	1.0	jessica suggested a solution to john .	1
dat	0.0	jessica suggested john a solution .	0
dat	1.0	jason suggested an idea to john .	1
dat	0.0	jason suggested john an idea .	0
dat	1.0	jessica proposed a solution to kelly .	1
dat	0.0	jessica proposed kelly a solution .	0
dat	1.0	christopher proposed an idea to rebecca .	1
dat	0.0	christopher proposed rebecca an idea .	0
dat	1.0	nicole expressed the concern to rebecca .	1
dat	0.0	nicole expressed rebecca the concern .	0
dat	1.0	jessica expressed the news to john .	1
dat	0.0	jessica expressed john the news .	0
dat	1.0	michael broadcasted the concern to david .	1
dat	0.0	michael broadcasted david the concern .	0
dat	1.0	michael broadcasted the news to david .	1
dat	0.0	michael broadcasted david the news .	0
dat	0.0	the television cost a hundred dollars to John .	0
dat	1.0	the television cost John a hundred dollars .	1
dat	0.0	the television cost an arm and a leg to John .	0
dat	1.0	the television cost John an arm and a leg .	1
dat	0.0	michael wished a safe trip to james .	0
dat	1.0	michael wished james a safe trip .	1
dat	0.0	nicole wished the best to rebecca .	0
dat	1.0	nicole wished rebecca the best .	1
dat	0.0	jessica guaranteed respect to rebecca .	0
dat	1.0	jessica guaranteed rebecca respect .	1
dat	0.0	michael guaranteed a generous reward to john .	0
dat	1.0	michael guaranteed john a generous reward .	1
dat	0.0	christopher guaranteed access to the archives to david .	0
dat	1.0	christopher guaranteed david access to the archives .	1
dat	0.0	nicole accorded respect to james .	0
dat	1.0	nicole accorded james respect .	1
dat	0.0	christopher accorded a generous reward to susan .	0
dat	1.0	christopher accorded susan a generous reward .	1
dat	0.0	jason accorded access to the archives to susan .	0
dat	1.0	jason accorded susan access to the archives .	1
dat	0.0	jessica refused respect to david .	0
dat	1.0	jessica refused david respect .	1
dat	0.0	jessica refused a generous reward to susan .	0
dat	1.0	jessica refused susan a generous reward .	1
dat	0.0	nicole refused access to the archives to kelly .	0
dat	1.0	nicole refused kelly access to the archives .	1
dat	0.0	jason saved a piece of pie to rebecca .	0
dat	1.0	jason saved rebecca a piece of pie .	1
dat	0.0	jason saved a spot to david .	0
dat	1.0	jason saved david a spot .	1
dat	0.0	christopher saved a thousand dollars to kelly .	0
dat	1.0	christopher saved kelly a thousand dollars .	1
dat	0.0	nicole appointed king to rebecca .	0
dat	1.0	nicole appointed rebecca king .	1
dat	0.0	elizabeth appointed the leader to rebecca .	0
dat	1.0	elizabeth appointed rebecca the leader .	1
dat	0.0	elizabeth appointed the winner to rebecca .	0
dat	1.0	elizabeth appointed rebecca the winner .	1
dat	0.0	jessica appointed the most valuable player to rebecca .	0
dat	1.0	jessica appointed rebecca the most valuable player .	1
dat	0.0	nicole appointed the CEO to kelly .	0
dat	1.0	nicole appointed kelly the CEO .	1
dat	0.0	jason elected king to rebecca .	0
dat	1.0	jason elected rebecca king .	1
dat	0.0	nicole elected the leader to david .	0
dat	1.0	nicole elected david the leader .	1
dat	0.0	jessica elected the winner to rebecca .	0
dat	1.0	jessica elected rebecca the winner .	1
dat	0.0	elizabeth elected the most valuable player to kelly .	0
dat	1.0	elizabeth elected kelly the most valuable player .	1
dat	0.0	jason elected the CEO to kelly .	0
dat	1.0	jason elected kelly the CEO .	1
dat	0.0	michael crowned king to kelly .	0
dat	1.0	michael crowned kelly king .	1
dat	0.0	michael crowned the leader to james .	0
dat	1.0	michael crowned james the leader .	1
dat	0.0	nicole crowned the winner to rebecca .	0
dat	1.0	nicole crowned rebecca the winner .	1
dat	0.0	jason crowned the most valuable player to susan .	0
dat	1.0	jason crowned susan the most valuable player .	1
dat	0.0	nicole crowned the CEO to james .	0
dat	1.0	nicole crowned james the CEO .	1
dat	0.0	christopher pronounced king to james .	0
dat	1.0	christopher pronounced james king .	1
dat	0.0	nicole pronounced the leader to john .	0
dat	1.0	nicole pronounced john the leader .	1
dat	0.0	elizabeth pronounced the winner to james .	0
dat	1.0	elizabeth pronounced james the winner .	1
dat	0.0	christopher pronounced the most valuable player to kelly .	0
dat	1.0	christopher pronounced kelly the most valuable player .	1
dat	0.0	michael pronounced the CEO to john .	0
dat	1.0	michael pronounced john the CEO .	1
dat	0.0	jessica made king to kelly .	0
dat	1.0	jessica made kelly king .	1
dat	0.0	nicole made the leader to susan .	0
dat	1.0	nicole made susan the leader .	1
dat	0.0	michael made the winner to david .	0
dat	1.0	michael made david the winner .	1
dat	0.0	elizabeth made the most valuable player to susan .	0
dat	1.0	elizabeth made susan the most valuable player .	1
dat	0.0	nicole made the CEO to john .	0
dat	1.0	nicole made john the CEO .	1
dat	0.0	nicole dubbed king to rebecca .	0
dat	1.0	nicole dubbed rebecca king .	1
dat	0.0	elizabeth dubbed the leader to susan .	0
dat	1.0	elizabeth dubbed susan the leader .	1
dat	0.0	nicole dubbed the winner to john .	0
dat	1.0	nicole dubbed john the winner .	1
dat	0.0	jessica dubbed the most valuable player to susan .	0
dat	1.0	jessica dubbed susan the most valuable player .	1
dat	0.0	christopher dubbed the CEO to susan .	0
dat	1.0	christopher dubbed susan the CEO .	1
dat	0.0	jessica named king to john .	0
dat	1.0	jessica named john king .	1
dat	0.0	christopher named the leader to james .	0
dat	1.0	christopher named james the leader .	1
dat	0.0	jessica named the winner to susan .	0
dat	1.0	jessica named susan the winner .	1
dat	0.0	nicole named the most valuable player to rebecca .	0
dat	1.0	nicole named rebecca the most valuable player .	1
dat	0.0	nicole named the CEO to john .	0
dat	1.0	nicole named john the CEO .	1
dat	0.0	jason considered a hero to david .	0
dat	1.0	jason considered david a hero .	1
dat	0.0	christopher considered a loser to david .	0
dat	1.0	christopher considered david a loser .	1
dat	0.0	michael considered the greatest athlete to susan .	0
dat	1.0	michael considered susan the greatest athlete .	1
dat	0.0	jessica considered a criminal to susan .	0
dat	1.0	jessica considered susan a criminal .	1
dat	0.0	michael considered the best to john .	0
dat	1.0	michael considered john the best .	1
dat	0.0	elizabeth considered the most valuable player to john .	0
dat	1.0	elizabeth considered john the most valuable player .	1
dat	0.0	elizabeth deemed a hero to susan .	0
dat	1.0	elizabeth deemed susan a hero .	1
dat	0.0	jessica deemed a loser to rebecca .	0
dat	1.0	jessica deemed rebecca a loser .	1
dat	0.0	elizabeth deemed the greatest athlete to john .	0
dat	1.0	elizabeth deemed john the greatest athlete .	1
dat	0.0	nicole deemed a criminal to kelly .	0
dat	1.0	nicole deemed kelly a criminal .	1
dat	0.0	jason deemed the best to rebecca .	0
dat	1.0	jason deemed rebecca the best .	1
dat	0.0	jason deemed the most valuable player to kelly .	0
dat	1.0	jason deemed kelly the most valuable player .	1
dat	0.0	michael fancied a hero to david .	0
dat	1.0	michael fancied david a hero .	1
dat	0.0	jessica fancied a loser to kelly .	0
dat	1.0	jessica fancied kelly a loser .	1
dat	0.0	michael fancied the greatest athlete to rebecca .	0
dat	1.0	michael fancied rebecca the greatest athlete .	1
dat	0.0	christopher fancied a criminal to kelly .	0
dat	1.0	christopher fancied kelly a criminal .	1
dat	0.0	christopher fancied the best to kelly .	0
dat	1.0	christopher fancied kelly the best .	1
dat	0.0	jessica fancied the most valuable player to john .	0
dat	1.0	jessica fancied john the most valuable player .	1
dat	0.0	jessica judged a hero to kelly .	0
dat	1.0	jessica judged kelly a hero .	1
dat	0.0	elizabeth judged a loser to kelly .	0
dat	1.0	elizabeth judged kelly a loser .	1
dat	0.0	jason judged the greatest athlete to john .	0
dat	1.0	jason judged john the greatest athlete .	1
dat	0.0	jessica judged a criminal to susan .	0
dat	1.0	jessica judged susan a criminal .	1
dat	0.0	michael judged the best to rebecca .	0
dat	1.0	michael judged rebecca the best .	1
dat	0.0	jason judged the most valuable player to james .	0
dat	1.0	jason judged james the most valuable player .	1
dat	0.0	jessica found a hero to rebecca .	0
dat	1.0	jessica found rebecca a hero .	1
dat	0.0	christopher found a loser to rebecca .	0
dat	1.0	christopher found rebecca a loser .	1
dat	0.0	christopher found the greatest athlete to james .	0
dat	1.0	christopher found james the greatest athlete .	1
dat	0.0	nicole found a criminal to susan .	0
dat	1.0	nicole found susan a criminal .	1
dat	0.0	nicole found the best to james .	0
dat	1.0	nicole found james the best .	1
dat	0.0	christopher found the most valuable player to john .	0
dat	1.0	christopher found john the most valuable player .	1
dat	0.0	nicole proclaimed a hero to james .	0
dat	1.0	nicole proclaimed james a hero .	1
dat	0.0	michael proclaimed a loser to rebecca .	0
dat	1.0	michael proclaimed rebecca a loser .	1
dat	0.0	nicole proclaimed the greatest athlete to rebecca .	0
dat	1.0	nicole proclaimed rebecca the greatest athlete .	1
dat	0.0	jessica proclaimed a criminal to david .	0
dat	1.0	jessica proclaimed david a criminal .	1
dat	0.0	jason proclaimed the best to james .	0
dat	1.0	jason proclaimed james the best .	1
dat	0.0	michael proclaimed the most valuable player to james .	0
dat	1.0	michael proclaimed james the most valuable player .	1
dat	0.0	jason thought a hero to john .	0
dat	1.0	jason thought john a hero .	1
dat	0.0	elizabeth thought a loser to kelly .	0
dat	1.0	elizabeth thought kelly a loser .	1
dat	0.0	jason thought the greatest athlete to john .	0
dat	1.0	jason thought john the greatest athlete .	1
dat	0.0	michael thought a criminal to rebecca .	0
dat	1.0	michael thought rebecca a criminal .	1
dat	0.0	michael thought the best to david .	0
dat	1.0	michael thought david the best .	1
dat	0.0	jason thought the most valuable player to john .	0
dat	1.0	jason thought john the most valuable player .	1
dat	0.0	elizabeth labeled a hero to john .	0
dat	1.0	elizabeth labeled john a hero .	1
dat	0.0	jessica labeled a loser to john .	0
dat	1.0	jessica labeled john a loser .	1
dat	0.0	elizabeth labeled the greatest athlete to kelly .	0
dat	1.0	elizabeth labeled kelly the greatest athlete .	1
dat	0.0	elizabeth labeled a criminal to john .	0
dat	1.0	elizabeth labeled john a criminal .	1
dat	0.0	elizabeth labeled the best to susan .	0
dat	1.0	elizabeth labeled susan the best .	1
dat	0.0	jessica labeled the most valuable player to david .	0
dat	1.0	jessica labeled david the most valuable player .	1
dat	0.0	elizabeth ruled a hero to susan .	0
dat	1.0	elizabeth ruled susan a hero .	1
dat	0.0	christopher ruled a loser to john .	0
dat	1.0	christopher ruled john a loser .	1
dat	0.0	elizabeth ruled the greatest athlete to james .	0
dat	1.0	elizabeth ruled james the greatest athlete .	1
dat	0.0	elizabeth ruled a criminal to john .	0
dat	1.0	elizabeth ruled john a criminal .	1
dat	0.0	jessica ruled the best to james .	0
dat	1.0	jessica ruled james the best .	1
dat	0.0	christopher ruled the most valuable player to james .	0
dat	1.0	christopher ruled james the most valuable player .	1
