dat	1	nicole tossed the ball to the other team .
dat	1	nicole tossed the other team the ball .
dat	1	nicole tossed the stick to the most valuable player .
dat	1	nicole tossed the most valuable player the stick .
dat	1	jessica tossed the frisbee to the goalie .
dat	1	jessica tossed the goalie the frisbee .
dat	1	jason kicked the ball to the most valuable player .
dat	1	jason kicked the most valuable player the ball .
dat	1	jason kicked the stick to the goalie .
dat	1	jason kicked the goalie the stick .
dat	1	michael kicked the frisbee to the goalie .
dat	1	michael kicked the goalie the frisbee .
dat	1	elizabeth read a story to the class .
dat	1	elizabeth read the class a story .
dat	1	nicole read a book to the students .
dat	1	nicole read the students a book .
dat	1	jason told a secret to the little girl .
dat	1	jason told the little girl a secret .
dat	1	jessica told a story to the little girl .
dat	1	jessica told the little girl a story .
dat	1	jason taught a new technique to the class .
dat	1	jason taught the class a new technique .
dat	1	elizabeth taught a lesson to the class .
dat	1	elizabeth taught the class a lesson .
dat	1	jason explained the issue to the mechanic .
dat	0	jason explained the mechanic the issue .
dat	1	jessica explained the solution to the client .
dat	0	jessica explained the client the solution .
dat	1	elizabeth illustrated the issue to the team .
dat	0	elizabeth illustrated the team the issue .
dat	1	nicole illustrated the solution to the team .
dat	0	nicole illustrated the team the solution .
dat	1	nicole demonstrated the issue to the client .
dat	0	nicole demonstrated the client the issue .
dat	1	elizabeth demonstrated the solution to the mechanic .
dat	0	elizabeth demonstrated the mechanic the solution .
dat	1	jason donated a statue to the university .
dat	0	jason donated the university a statue .
dat	1	jason donated a hundred dollars to the museum .
dat	0	jason donated the museum a hundred dollars .
dat	1	jessica contributed a statue to the university .
dat	0	jessica contributed the university a statue .
dat	1	nicole contributed a hundred dollars to the university .
dat	0	nicole contributed the university a hundred dollars .
dat	1	jessica delivered the message to the client .
dat	0	jessica delivered the client the message .
dat	1	elizabeth delivered the letter to the client .
dat	0	elizabeth delivered the client the letter .
dat	1	jessica conveyed the message to the client .
dat	0	jessica conveyed the client the message .
dat	1	elizabeth conveyed the letter to the recipient .
dat	0	elizabeth conveyed the recipient the letter .
dat	1	christopher restored the painting to its place .
dat	0	christopher restored its place the painting .
dat	1	jason restored the car to its place .
dat	0	jason restored its place the car .
dat	1	jason returned the painting to its place .
dat	0	jason returned its place the painting .
dat	1	nicole returned the car to its owner .
dat	0	nicole returned its owner the car .
dat	1	nicole announced the committee 's decision to the shareholders .
dat	0	nicole announced the shareholders the committee 's decision .
dat	1	michael announced the result to the shareholders .
dat	0	michael announced the shareholders the result .
dat	1	christopher declared the committee 's decision to the investors .
dat	0	christopher declared the investors the committee 's decision .
dat	1	christopher declared the result to the shareholders .
dat	0	christopher declared the shareholders the result .
dat	1	nicole revealed the committee 's decision to the investors .
dat	0	nicole revealed the investors the committee 's decision .
dat	1	jessica revealed the result to the shareholders .
dat	0	jessica revealed the shareholders the result .
dat	1	jason reported the committee 's decision to the investors .
dat	0	jason reported the investors the committee 's decision .
dat	1	christopher reported the result to the investors .
dat	0	christopher reported the investors the result .
dat	1	michael mentioned a solution to susan .
dat	0	michael mentioned susan a solution .
dat	1	michael mentioned an idea to david .
dat	0	michael mentioned david an idea .
dat	1	jessica suggested a solution to john .
dat	0	jessica suggested john a solution .
dat	1	jason suggested an idea to john .
dat	0	jason suggested john an idea .
dat	1	jessica proposed a solution to kelly .
dat	0	jessica proposed kelly a solution .
dat	1	christopher proposed an idea to rebecca .
dat	0	christopher proposed rebecca an idea .
dat	1	nicole expressed the concern to rebecca .
dat	0	nicole expressed rebecca the concern .
dat	1	jessica expressed the news to john .
dat	0	jessica expressed john the news .
dat	1	michael broadcasted the concern to david .
dat	0	michael broadcasted david the concern .
dat	1	michael broadcasted the news to david .
dat	0	michael broadcasted david the news .
dat	0	the television cost a hundred dollars to John .
dat	1	the television cost John a hundred dollars .
dat	0	the television cost an arm and a leg to John .
dat	1	the television cost John an arm and a leg .
dat	0	michael wished a safe trip to james .
dat	1	michael wished james a safe trip .
dat	0	nicole wished the best to rebecca .
dat	1	nicole wished rebecca the best .
dat	0	jessica guaranteed respect to rebecca .
dat	1	jessica guaranteed rebecca respect .
dat	0	michael guaranteed a generous reward to john .
dat	1	michael guaranteed john a generous reward .
dat	0	christopher guaranteed access to the archives to david .
dat	1	christopher guaranteed david access to the archives .
dat	0	nicole accorded respect to james .
dat	1	nicole accorded james respect .
dat	0	christopher accorded a generous reward to susan .
dat	1	christopher accorded susan a generous reward .
dat	0	jason accorded access to the archives to susan .
dat	1	jason accorded susan access to the archives .
dat	0	jessica refused respect to david .
dat	1	jessica refused david respect .
dat	0	jessica refused a generous reward to susan .
dat	1	jessica refused susan a generous reward .
dat	0	nicole refused access to the archives to kelly .
dat	1	nicole refused kelly access to the archives .
dat	0	jason saved a piece of pie to rebecca .
dat	1	jason saved rebecca a piece of pie .
dat	0	jason saved a spot to david .
dat	1	jason saved david a spot .
dat	0	christopher saved a thousand dollars to kelly .
dat	1	christopher saved kelly a thousand dollars .
dat	0	nicole appointed king to rebecca .
dat	1	nicole appointed rebecca king .
dat	0	elizabeth appointed the leader to rebecca .
dat	1	elizabeth appointed rebecca the leader .
dat	0	elizabeth appointed the winner to rebecca .
dat	1	elizabeth appointed rebecca the winner .
dat	0	jessica appointed the most valuable player to rebecca .
dat	1	jessica appointed rebecca the most valuable player .
dat	0	nicole appointed the CEO to kelly .
dat	1	nicole appointed kelly the CEO .
dat	0	jason elected king to rebecca .
dat	1	jason elected rebecca king .
dat	0	nicole elected the leader to david .
dat	1	nicole elected david the leader .
dat	0	jessica elected the winner to rebecca .
dat	1	jessica elected rebecca the winner .
dat	0	elizabeth elected the most valuable player to kelly .
dat	1	elizabeth elected kelly the most valuable player .
dat	0	jason elected the CEO to kelly .
dat	1	jason elected kelly the CEO .
dat	0	michael crowned king to kelly .
dat	1	michael crowned kelly king .
dat	0	michael crowned the leader to james .
dat	1	michael crowned james the leader .
dat	0	nicole crowned the winner to rebecca .
dat	1	nicole crowned rebecca the winner .
dat	0	jason crowned the most valuable player to susan .
dat	1	jason crowned susan the most valuable player .
dat	0	nicole crowned the CEO to james .
dat	1	nicole crowned james the CEO .
dat	0	christopher pronounced king to james .
dat	1	christopher pronounced james king .
dat	0	nicole pronounced the leader to john .
dat	1	nicole pronounced john the leader .
dat	0	elizabeth pronounced the winner to james .
dat	1	elizabeth pronounced james the winner .
dat	0	christopher pronounced the most valuable player to kelly .
dat	1	christopher pronounced kelly the most valuable player .
dat	0	michael pronounced the CEO to john .
dat	1	michael pronounced john the CEO .
dat	0	jessica made king to kelly .
dat	1	jessica made kelly king .
dat	0	nicole made the leader to susan .
dat	1	nicole made susan the leader .
dat	0	michael made the winner to david .
dat	1	michael made david the winner .
dat	0	elizabeth made the most valuable player to susan .
dat	1	elizabeth made susan the most valuable player .
dat	0	nicole made the CEO to john .
dat	1	nicole made john the CEO .
dat	0	nicole dubbed king to rebecca .
dat	1	nicole dubbed rebecca king .
dat	0	elizabeth dubbed the leader to susan .
dat	1	elizabeth dubbed susan the leader .
dat	0	nicole dubbed the winner to john .
dat	1	nicole dubbed john the winner .
dat	0	jessica dubbed the most valuable player to susan .
dat	1	jessica dubbed susan the most valuable player .
dat	0	christopher dubbed the CEO to susan .
dat	1	christopher dubbed susan the CEO .
dat	0	jessica named king to john .
dat	1	jessica named john king .
dat	0	christopher named the leader to james .
dat	1	christopher named james the leader .
dat	0	jessica named the winner to susan .
dat	1	jessica named susan the winner .
dat	0	nicole named the most valuable player to rebecca .
dat	1	nicole named rebecca the most valuable player .
dat	0	nicole named the CEO to john .
dat	1	nicole named john the CEO .
dat	0	jason considered a hero to david .
dat	1	jason considered david a hero .
dat	0	christopher considered a loser to david .
dat	1	christopher considered david a loser .
dat	0	michael considered the greatest athlete to susan .
dat	1	michael considered susan the greatest athlete .
dat	0	jessica considered a criminal to susan .
dat	1	jessica considered susan a criminal .
dat	0	michael considered the best to john .
dat	1	michael considered john the best .
dat	0	elizabeth considered the most valuable player to john .
dat	1	elizabeth considered john the most valuable player .
dat	0	elizabeth deemed a hero to susan .
dat	1	elizabeth deemed susan a hero .
dat	0	jessica deemed a loser to rebecca .
dat	1	jessica deemed rebecca a loser .
dat	0	elizabeth deemed the greatest athlete to john .
dat	1	elizabeth deemed john the greatest athlete .
dat	0	nicole deemed a criminal to kelly .
dat	1	nicole deemed kelly a criminal .
dat	0	jason deemed the best to rebecca .
dat	1	jason deemed rebecca the best .
dat	0	jason deemed the most valuable player to kelly .
dat	1	jason deemed kelly the most valuable player .
dat	0	michael fancied a hero to david .
dat	1	michael fancied david a hero .
dat	0	jessica fancied a loser to kelly .
dat	1	jessica fancied kelly a loser .
dat	0	michael fancied the greatest athlete to rebecca .
dat	1	michael fancied rebecca the greatest athlete .
dat	0	christopher fancied a criminal to kelly .
dat	1	christopher fancied kelly a criminal .
dat	0	christopher fancied the best to kelly .
dat	1	christopher fancied kelly the best .
dat	0	jessica fancied the most valuable player to john .
dat	1	jessica fancied john the most valuable player .
dat	0	jessica judged a hero to kelly .
dat	1	jessica judged kelly a hero .
dat	0	elizabeth judged a loser to kelly .
dat	1	elizabeth judged kelly a loser .
dat	0	jason judged the greatest athlete to john .
dat	1	jason judged john the greatest athlete .
dat	0	jessica judged a criminal to susan .
dat	1	jessica judged susan a criminal .
dat	0	michael judged the best to rebecca .
dat	1	michael judged rebecca the best .
dat	0	jason judged the most valuable player to james .
dat	1	jason judged james the most valuable player .
dat	0	jessica found a hero to rebecca .
dat	1	jessica found rebecca a hero .
dat	0	christopher found a loser to rebecca .
dat	1	christopher found rebecca a loser .
dat	0	christopher found the greatest athlete to james .
dat	1	christopher found james the greatest athlete .
dat	0	nicole found a criminal to susan .
dat	1	nicole found susan a criminal .
dat	0	nicole found the best to james .
dat	1	nicole found james the best .
dat	0	christopher found the most valuable player to john .
dat	1	christopher found john the most valuable player .
dat	0	nicole proclaimed a hero to james .
dat	1	nicole proclaimed james a hero .
dat	0	michael proclaimed a loser to rebecca .
dat	1	michael proclaimed rebecca a loser .
dat	0	nicole proclaimed the greatest athlete to rebecca .
dat	1	nicole proclaimed rebecca the greatest athlete .
dat	0	jessica proclaimed a criminal to david .
dat	1	jessica proclaimed david a criminal .
dat	0	jason proclaimed the best to james .
dat	1	jason proclaimed james the best .
dat	0	michael proclaimed the most valuable player to james .
dat	1	michael proclaimed james the most valuable player .
dat	0	jason thought a hero to john .
dat	1	jason thought john a hero .
dat	0	elizabeth thought a loser to kelly .
dat	1	elizabeth thought kelly a loser .
dat	0	jason thought the greatest athlete to john .
dat	1	jason thought john the greatest athlete .
dat	0	michael thought a criminal to rebecca .
dat	1	michael thought rebecca a criminal .
dat	0	michael thought the best to david .
dat	1	michael thought david the best .
dat	0	jason thought the most valuable player to john .
dat	1	jason thought john the most valuable player .
dat	0	elizabeth labeled a hero to john .
dat	1	elizabeth labeled john a hero .
dat	0	jessica labeled a loser to john .
dat	1	jessica labeled john a loser .
dat	0	elizabeth labeled the greatest athlete to kelly .
dat	1	elizabeth labeled kelly the greatest athlete .
dat	0	elizabeth labeled a criminal to john .
dat	1	elizabeth labeled john a criminal .
dat	0	elizabeth labeled the best to susan .
dat	1	elizabeth labeled susan the best .
dat	0	jessica labeled the most valuable player to david .
dat	1	jessica labeled david the most valuable player .
dat	0	elizabeth ruled a hero to susan .
dat	1	elizabeth ruled susan a hero .
dat	0	christopher ruled a loser to john .
dat	1	christopher ruled john a loser .
dat	0	elizabeth ruled the greatest athlete to james .
dat	1	elizabeth ruled james the greatest athlete .
dat	0	elizabeth ruled a criminal to john .
dat	1	elizabeth ruled john a criminal .
dat	0	jessica ruled the best to james .
dat	1	jessica ruled james the best .
dat	0	christopher ruled the most valuable player to james .
dat	1	christopher ruled james the most valuable player .
dat	1	carry leased a car to carry .
dat	1	juliette leased wenonah a car .
dat	1	richmond lent a pill to charlena .
dat	1	wenonah lent marja a pill .
dat	1	bobbi passed a keyboard to wenonah .
dat	1	carry passed steward a keyboard .
dat	1	bobbi paid a fine to ainsley .
dat	1	steward paid juliette a fine .
dat	1	dorrie refuned a mouse to marja .
dat	0	kameko refuned marja a mouse .
dat	0	meaghan rendered a ball to kameko .
dat	1	richmond rendered carry a ball .
dat	1	kameko repaid a fee to marja .
dat	0	prudi repaid richmond a fee .
dat	1	juliette advanced a loan to jolene .
dat	0	steward advanced meaghan a loan .
dat	1	marja assigned a lizard to kameko .
dat	1	steward assigned richmond a lizard .
dat	1	prudi awarded a shoe to kameko .
dat	1	jolene awarded jolene a shoe .
dat	1	ainsley conceded a camera to jolene .
dat	0	ainsley conceded marja a camera .
dat	1	marja extended a book to kameko .
dat	1	carry extended steward a book .
dat	0	charlena guaranteed a card to bobbi .
dat	1	meaghan guaranteed carry a card .
dat	1	meaghan issued a bicycle to prudi .
dat	1	kameko issued jolene a bicycle .
dat	1	juliette owed a rug to wenonah .
dat	1	carry owed juliette a rug .
dat	1	bobbi promised a flower to juliette .
dat	1	bobbi promised prudi a flower .
dat	0	wenonah voted a castle to wenonah .
dat	0	charlena voted richmond a castle .
dat	1	jolene willed a key to bobbi .
dat	1	juliette willed meaghan a key .
dat	1	carry yielded a bull to richmond .
dat	1	marja yielded juliette a bull .
dat	1	bobbi took a cat for carry .
dat	0	steward took jolene a cat .
dat	1	bobbi handed a shoe to juliette .
dat	1	wenonah handed richmond a shoe .
dat	1	marja posted a shoe to ainsley .
dat	0	wenonah posted jolene a shoe .
dat	1	ainsley sent a plant to dorrie .
dat	1	carry sent steward a plant .
dat	1	wenonah shipped a charger to bobbi .
dat	1	juliette shipped kameko a charger .
dat	0	richmond slipped a cat to ainsley .
dat	1	wenonah slipped jolene a cat .
dat	1	marja smuggled a shoe to meaghan .
dat	0	wenonah smuggled bobbi a shoe .
dat	0	charlena sneaked a tree to richmond .
dat	0	juliette sneaked charlena a tree .
dat	1	jolene bounced a ball to marja .
dat	1	charlena bounced prudi a ball .
dat	1	prudi floated a computer to charlena .
dat	1	juliette floated kameko a computer .
dat	1	marja rolled a pancake to meaghan .
dat	1	dorrie rolled jolene a pancake .
dat	1	ainsley slid a pear to jolene .
dat	1	dorrie slid richmond a pear .
dat	1	steward hauled a pear to wenonah .
dat	0	juliette hauled bobbi a pear .
dat	0	marja heaved a dog to bobbi .
dat	0	dorrie heaved jolene a dog .
dat	1	dorrie hefted a pirate to charlena .
dat	0	wenonah hefted prudi a pirate .
dat	1	ainsley hoisted a lion to kameko .
dat	0	kameko hoisted richmond a lion .
dat	1	marja kicked a lizard to bobbi .
dat	0	marja kicked charlena a lizard .
dat	1	meaghan pulled a bee to ainsley .
dat	0	dorrie pulled richmond a bee .
dat	1	steward pushed a book to kameko .
dat	0	charlena pushed kameko a book .
dat	1	ainsley shoved a flower to juliette .
dat	0	juliette shoved carry a flower .
dat	1	bobbi toted a pill to steward .
dat	0	bobbi toted richmond a pill .
dat	1	juliette towed a vase to bobbi .
dat	0	steward towed wenonah a vase .
dat	1	prudi tugged a toothpaste to carry .
dat	0	kameko tugged prudi a toothpaste .
dat	0	dorrie barged a whale to richmond .
dat	0	dorrie barged wenonah a whale .
dat	1	marja bussed a bed to prudi .
dat	1	dorrie bussed charlena a bed .
dat	1	charlena carted a pear to marja .
dat	1	carry carted dorrie a pear .
dat	1	jolene drove a key to bobbi .
dat	1	carry drove marja a key .
dat	1	marja ferried a camera to prudi .
dat	1	charlena ferried juliette a camera .
dat	1	richmond flew a dog to juliette .
dat	0	kameko flew carry a dog .
dat	1	kameko rowed a baby to wenonah .
dat	0	marja rowed kameko a baby .
dat	1	juliette shuttled a shoe to meaghan .
dat	0	charlena shuttled juliette a shoe .
dat	1	juliette trucked a pencil to ainsley .
dat	0	richmond trucked meaghan a pencil .
dat	1	charlena wheeled a carpet to carry .
dat	0	richmond wheeled charlena a carpet .
dat	1	charlena wired money to jolene .
dat	1	jolene wired richmond money .
dat	0	jolene bashed a toothpaste to jolene .
dat	0	kameko bashed jolene a toothpaste .
dat	1	marja batted a bee to ainsley .
dat	0	juliette batted dorrie a bee .
dat	1	wenonah bunted a ball to carry .
dat	0	charlena bunted bobbi a ball .
dat	1	bobbi catapulted a dad to dorrie .
dat	1	steward catapulted juliette a dad .
dat	1	marja chucked a car to marja .
dat	1	bobbi chucked carry a car .
dat	1	meaghan flicked a flower to wenonah .
dat	1	richmond flicked bobbi a flower .
dat	1	richmond flung a plant to jolene .
dat	1	jolene flung kameko a plant .
dat	1	carry flipped a book to prudi .
dat	1	bobbi flipped ainsley a book .
dat	1	juliette hit a pear to prudi .
dat	1	kameko hit marja a pear .
dat	1	ainsley hurled a book to jolene .
dat	1	kameko hurled prudi a book .
dat	1	jolene kicked a ball to jolene .
dat	0	juliette kicked bobbi a ball .
dat	1	jolene lobbed a pencil to juliette .
dat	1	richmond lobbed ainsley a pencil .
dat	1	dorrie passed a stamp to juliette .
dat	1	juliette passed prudi a stamp .
dat	1	steward pitched a flower to kameko .
dat	1	dorrie pitched bobbi a flower .
dat	1	charlena punted a pancake to richmond .
dat	1	jolene punted marja a pancake .
dat	1	prudi shot a cap to dorrie .
dat	0	jolene shot jolene a cap .
dat	1	kameko shoved a cat to wenonah .
dat	0	marja shoved charlena a cat .
dat	1	kameko slammed a ball to prudi .
dat	1	charlena slammed ainsley a ball .
dat	1	marja slapped a bat to marja .
dat	0	kameko slapped juliette a bat .
dat	1	jolene slung a criminal to charlena .
dat	0	carry slung prudi a criminal .
dat	1	juliette threw a rug to steward .
dat	1	richmond threw steward a rug .
dat	1	jolene tipped a ball to marja .
dat	1	meaghan tipped ainsley a ball .
dat	1	bobbi towed a truck to ainsley .
dat	0	dorrie towed juliette a truck .
dat	0	carry asked a bull to bobbi .
dat	1	steward asked wenonah for a bull .
dat	0	charlena cited a bicycle to charlena .
dat	0	ainsley cited steward a bicycle .
dat	1	richmond posed a camera to wenonah .
dat	0	kameko posed juliette a camera .
dat	1	prudi preached a disease to richmond .
dat	0	meaghan preached jolene a disease .
dat	1	juliette quoted a cap to bobbi .
dat	0	juliette quoted kameko a cap .
dat	1	steward read a book to marja .
dat	1	richmond read ainsley a book .
dat	1	kameko relayed a dog to bobbi .
dat	0	steward relayed kameko a dog .
dat	1	dorrie taught a lesson to charlena .
dat	1	charlena taught marja a lesson .
dat	1	richmond told a story to bobbi .
dat	1	wenonah told dorrie a story .
dat	1	wenonah wrote an essay to carry .
dat	1	meaghan wrote marja an essay .
dat	1	jolene cabled a lizard to prudi .
dat	0	richmond cabled dorrie a lizard .
dat	1	jolene emailed a book to meaghan .
dat	1	wenonah emailed meaghan a book .
dat	1	meaghan faxed a plane to prudi .
dat	1	meaghan faxed wenonah a plane .
dat	1	charlena modemed a lizard to bobbi .
dat	1	wenonah modemed dorrie a lizard .
dat	1	prudi netmailed a sticker to prudi .
dat	1	carry netmailed marja a sticker .
dat	0	marja phoned a pillow to bobbi .
dat	0	richmond phoned marja a pillow .
dat	1	ainsley radioed a glass to richmond .
dat	0	juliette radioed richmond a glass .
dat	1	jolene relayed a tree to meaghan .
dat	1	richmond relayed carry a tree .
dat	0	juliette satellited a cat to charlena .
dat	0	wenonah satellited marja a cat .
dat	0	dorrie semaphored a ball to prudi .
dat	0	marja semaphored carry a ball .
dat	1	marja signed a glass for steward .
dat	0	dorrie signed dorrie a glass .
dat	1	wenonah signaled a glance to wenonah .
dat	0	jolene signaled meaghan a glance .
dat	0	carry telephoned a rug to jolene .
dat	0	prudi telephoned carry a rug .
dat	1	steward telecast a tree to dorrie .
dat	1	dorrie telecast ainsley a tree .
dat	1	charlena telegraphed a carpet to ainsley .
dat	1	dorrie telegraphed kameko a carpet .
dat	1	jolene telexed a sticker to jolene .
dat	1	kameko telexed wenonah a sticker .
dat	1	marja wired a shoe to jolene .
dat	1	kameko wired ainsley a shoe .
dat	1	carry wirelessed a charger to steward .
dat	1	steward wirelessed bobbi a charger .
dat	0	meaghan accorded a rocket to wenonah .
dat	0	kameko accorded jolene a rocket .
dat	0	ainsley asked a lizard to wenonah .
dat	1	richmond asked richmond for a lizard .
dat	0	marja bore a leader to wenonah .
dat	0	ainsley bore jolene a leader .
dat	0	marja bode a rocket to carry .
dat	0	steward bode wenonah a rocket .
dat	0	steward costed a bed to marja .
dat	0	carry costed kameko a bed .
dat	1	wenonah denied a pencil to steward .
dat	1	jolene denied kameko a pencil .
dat	0	dorrie envied a shoe to ainsley .
dat	0	dorrie envied steward a shoe .
dat	1	carry flashed a light to carry .
dat	0	meaghan flashed carry a light .
dat	1	carry forbade a flower to juliette .
dat	0	prudi forbade ainsley a flower .
dat	1	kameko guaranteed a pillow to jolene .
dat	1	dorrie guaranteed marja a pillow .
dat	1	richmond issued a bee to juliette .
dat	1	marja issued wenonah a bee .
dat	1	marja refused a rug to marja .
dat	1	ainsley refused juliette a rug .
dat	1	jolene saved a pear for bobbi .
dat	1	jolene saved bobbi a pear .
dat	1	prudi struck a blow to charlena .
dat	0	meaghan struck carry a blow .
dat	1	jolene vouchsafed a baby to ainsley .
dat	0	prudi vouchsafed meaghan a baby .
dat	0	marja wished a pillow to marja .
dat	0	richmond wished meaghan a pillow .
dat	1	bobbi wrote a check to charlena .
dat	1	meaghan wrote marja a check .
dat	1	marja alleged a story to richmond .
dat	0	wenonah alleged jolene a story .
dat	1	kameko announced a story to richmond .
dat	0	steward announced bobbi a story .
dat	1	ainsley articulated a toilet to prudi .
dat	0	kameko articulated richmond a toilet .
dat	1	ainsley asserted a book to juliette .
dat	0	bobbi asserted bobbi a book .
dat	1	steward communicated a quote to kameko .
dat	0	marja communicated wenonah a quote .
dat	1	carry conveyed a card to meaghan .
dat	0	prudi conveyed kameko a card .
dat	1	kameko declared a hall to prudi .
dat	0	marja declared dorrie a hall .
dat	1	wenonah mentioned a pill to wenonah .
dat	0	meaghan mentioned dorrie a pill .
dat	1	meaghan proposed a shoe to charlena .
dat	0	wenonah proposed meaghan a shoe .
dat	1	marja recounted a charger to prudi .
dat	0	richmond recounted dorrie a charger .
dat	1	bobbi repeated a carpet to ainsley .
dat	0	ainsley repeated charlena a carpet .
dat	1	charlena reported a bicycle to jolene .
dat	0	dorrie reported marja a bicycle .
dat	1	carry revealed a bed to steward .
dat	0	jolene revealed juliette a bed .
dat	1	steward said a story to wenonah .
dat	0	prudi said carry a story .
dat	1	carry sung a song to wenonah .
dat	1	steward sung steward a song .
dat	1	charlena babbled a song to bobbi .
dat	1	jolene babbled bobbi a song .
dat	1	bobbi barked an expletive to bobbi .
dat	0	richmond barked dorrie an expletive .
dat	0	jolene bawled a story to ainsley .
dat	0	ainsley bawled steward a story .
dat	1	ainsley bellowed a yell to kameko .
dat	0	jolene bellowed kameko a yell .
dat	0	prudi bleated a cry to wenonah .
dat	0	meaghan bleated prudi a cry .
dat	0	steward boomed a yell to juliette .
dat	0	richmond boomed dorrie a yell .
dat	0	bobbi brayed a lizard to kameko .
dat	0	meaghan brayed juliette a lizard .
dat	1	juliette burbled a story to bobbi .
dat	0	dorrie burbled wenonah a story .
dat	1	bobbi cackled a laugh at richmond .
dat	0	wenonah cackled charlena a laugh .
dat	1	kameko called a cat to meaghan .
dat	0	wenonah called kameko a cat .
dat	1	richmond caroled a song to steward .
dat	0	steward caroled dorrie a song .
dat	1	prudi chanted a prayer to ainsley .
dat	0	bobbi chanted charlena a prayer .
dat	1	carry chattered a cry to wenonah .
dat	0	dorrie chattered steward a cry .
dat	1	marja chirped a hello to marja .
dat	1	charlena chirped carry a hello .
dat	1	carry clucked a greeting to juliette .
dat	0	dorrie clucked ainsley a greeting .
dat	1	prudi cooed a goodbye to marja .
dat	0	dorrie cooed bobbi a goodbye .
dat	1	jolene croaked a greeting to dorrie .
dat	0	wenonah croaked meaghan a greeting .
dat	1	richmond crooned a good morning to ainsley .
dat	0	steward crooned dorrie a good morning .
dat	1	ainsley crowed a hello to carry .
dat	0	prudi crowed bobbi a hello .
dat	0	steward cried a greeting to juliette .
dat	0	steward cried marja a greeting .
dat	0	meaghan drawled a cry to dorrie .
dat	0	jolene drawled jolene a cry .
dat	0	juliette droned a story to wenonah .
dat	0	carry droned richmond a story .
dat	0	dorrie gabbled a quote to kameko .
dat	0	prudi gabbled dorrie a quote .
dat	1	marja gibbered a story to meaghan .
dat	0	steward gibbered dorrie a shoe .
dat	1	steward groaned a passage to jolene .
dat	0	wenonah groaned marja a passage .
dat	1	richmond growled a yell to dorrie .
dat	0	wenonah growled kameko a yell .
dat	1	prudi grumbled a book to marja .
dat	0	kameko grumbled kameko a book .
dat	1	richmond grunted a cry to marja .
dat	0	kameko grunted richmond a cry .
dat	1	prudi hissed a poem to bobbi .
dat	0	jolene hissed marja a poem .
dat	1	jolene hollered an expletive to carry .
dat	0	juliette hollered carry an expletive .
dat	1	wenonah hooted a laugh to meaghan .
dat	0	marja hooted meaghan a laugh .
dat	1	jolene howled a guffaw to juliette .
dat	0	kameko howled steward a guffaw .
dat	1	kameko jabbered a greeting to dorrie .
dat	0	carry jabbered juliette a greeting .
dat	1	marja lilted a hello to steward .
dat	0	dorrie lilted bobbi a hello .
dat	1	bobbi lisped a goodbye to steward .
dat	0	jolene lisped charlena a goodbye .
dat	1	dorrie moaned a greeting to charlena .
dat	0	juliette moaned juliette a greeting .
dat	1	marja mumbled a poem to juliette .
dat	0	meaghan mumbled meaghan a poem .
dat	1	juliette murmured a quote to prudi .
dat	0	dorrie murmured charlena a quote .
dat	1	jolene muttered a hello to richmond .
dat	0	meaghan muttered richmond a hello .
dat	1	dorrie purred a greeting to kameko .
dat	0	marja purred dorrie a greeting .
dat	0	ainsley raged an expletive to marja .
dat	0	juliette raged ainsley a expletive .
dat	1	marja rasped a goodbye to meaghan .
dat	0	jolene rasped ainsley a goodbye .
dat	1	bobbi roared a hello to bobbi .
dat	0	kameko roared richmond a hello .
